RTH #,RSH #,RTK #,TH,SH,K,H POS,RTH Keyword,RSH Keyword,RTK Keyword,RTH Read,TH Read,RTH Lesson,RSH Lesson,RTK Lesson,K and H check,SH and TH check,K and TH keywords,SH and TH keywords,K and H Visual Check
,,2170,吠,吠,吠,,,,barking,,fèi,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2953,呎,呎,呎,,,,foot,,chǐ,,,RTK3v2-CH04,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2156,咎,咎,咎,,,,reprehend,,jiù,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2704,哉,哉,哉,,,,I wonder,,zāi,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2178,唄,呗,唄,,,,pop song,,bei|bài,,,RTK3v2-CH02,K = TH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,0766,唆,唆,唆,,,,tempt,,suō,,,RTK1v5-L23,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2158,喋,喋,喋,,,,chatter,,dié|zhá,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,1550,喫,喫,喫,,,,consume,,chī|kài,,,RTK1v5-L40,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,1867,嗣,嗣,嗣,,,,heir,,sì,,,RTK1v5-L50,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2161,噂,噂,噂,,,,gossip,,zǔn,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2177,噌,噌,噌,,,,miso,,cēng,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2167,噓,嘘,嘘,,,,fib,,shī|xū,,,RTK3v2-CH02,K = SH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2172,嚙,啮,噛,,,,chew,,niè,,,RTK3v2-CH02,K <> H,SH <> TH,RTH key missing,RSH key & RTH key missing,Variant
,,2157,囁,嗫,囁,,,,whisper,,niè,,,RTK3v2-CH02,K = TH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2918,圃,圃,圃,,,,vegetable patch,,pǔ,,,RTK3v2-CH03,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2988,國,國,國,,,,country [old],,guó,,,RTK3v2-CH06,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,0155,圭,圭,圭,,,,squared jewel,,guī,,,RTK1v5-L08,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2187,垢,垢,垢,,,,blemish,,gòu,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,0154,垣,垣,垣,,,,hedge,,yuán,,,RTK1v5-L08,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2979,埜,埜,埜,,,,plains [old],,yě|shù,,,RTK3v2-CH06,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2189,埠,埠,埠,,,,wharf,,bù,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2183,埴,埴,埴,,,,clay,,zhí,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,0153,埼,埼,埼,,,,cape,,Qí,,,RTK1v5-L08,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,1062,堀,堀,堀,,,,ditch,,kū,,,RTK1v5-L29,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2191,堰,堰,堰,,,,dam,,yàn,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,1039,塚,冢,塚,,,,hillock,,zhǒng,,,RTK1v5-L28,K = TH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,0309,塾,塾,塾,,,,cram school,,shú,,,RTK1v5-L14,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,1314,墮,堕,堕,,,,degenerate,,duò,,,RTK1v5-L35,K = SH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2186,壕,壕,壕,,,,dugout,,háo,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,0457,壹,壹,壱,,,,I (one),,yī,,,RTK1v5-L18,K <> H,SH = TH,RTH key missing,RSH key & RTH key missing,Japanese variant
,,2141,夙,夙,夙,,,,earlybird,,sù,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2055,奄,奄,奄,,,,encompassing,,yān|yǎn,,,RTK3v2-CH01,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2932,奎,奎,奎,,,,Andromeda,,kuí,,,RTK3v2-CH03,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,0527,妃,妃,妃,,,,queen,,fēi,,,RTK1v5-L21,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,0507,妊,妊,妊,,,,pregnancy,,rèn,,,RTK1v5-L19,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2622,妾,妾,妾,,,,concubine,,qiè,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2201,姪,姪,姪,,,,niece,,zhí,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,0849,姬,姬,姫,,,,princess,,jī,,,RTK1v5-L25,K <> H,SH = TH,RTH key missing,RSH key & RTH key missing,Japanese variant
,,2012,娠,娠,娠,,,,with child,,shēn,,,RTK1v5-L55,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2198,娼,娼,娼,,,,harlot,,chāng,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2196,婢,婢,婢,,,,handmaiden,,bì,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,1950,媛,媛,媛,,,,beautiful woman,,yuán|yuàn,,,RTK1v5-L53,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2202,嫉,嫉,嫉,,,,envy,,jí,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,0440,嫡,嫡,嫡,,,,legitimate wife,,dí,,,RTK1v5-L18,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2207,嬉,嬉,嬉,,,,overjoyed,,xī,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2203,嬬,嬬,嬬,,,,mistress,,xū|rú|nòu,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,1530,孃,孃,嬢,,,,lass,,niáng|náng|ráng|rǎng,,,RTK1v5-L39,K <> H,SH = TH,RTH key missing,RSH key & RTH key missing,Japanese variant
,,2209,孜,孜,孜,,,,assiduous,,zī,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2210,宥,宥,宥,,,,soothe,,yòu,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,1708,寮,寮,寮,,,,dormitory,,liáo,,,RTK1v5-L44,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,1095,尉,尉,尉,,,,military officer,,wèi,,,RTK1v5-L30,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2220,尻,尻,尻,,,,buttocks,,kāo,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,0772,岐,岐,岐,,,,branch off,,qí|Qí,,,RTK1v5-L24,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,1115,岬,岬,岬,,,,headland,,jiǎ,,,RTK1v5-L30,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2226,峨,峨,峨,,,,high mountain,,é,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2977,峯,峯,峯,,,,summit [alternate],,fēng,,,RTK3v2-CH06,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,Variant of 峰
,,2225,崚,崚,崚,,,,rugged mountains,,léng,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,0777,嵐,岚,嵐,,,,storm,,lán,,,RTK1v5-L24,K = TH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2224,嵩,嵩,嵩,,,,high-reaching,,sōng,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2230,嵯,嵯,嵯,,,,rocky,,cuó,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2987,嶽,嶽,嶽,,,,Point [old],,yuè,,,RTK3v2-CH06,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2978,巖,岩,巌,,,,boulder [old],,yán,,,RTK3v2-CH06,K <> H,SH <> TH,RTH key missing,RSH key & RTH key missing,Variant
,,2042,巳,巳,巳,,,,sign of the snake,,sì,,,RTK1v5-L56,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2861,巽,巽,巽,,,,southeast,,xùn,,,RTK3v2-CH03,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,0410,幌,幌,幌,,,,canopy,,huǎng,,,RTK1v5-L18,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2232,幡,幡,幡,,,,banner,,fān,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2236,庇,庇,庇,,,,overhang,,bì,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2234,庖,庖,庖,,,,cleaver,,páo,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2056,庵,庵,庵,,,,hermitage,,ān,,,RTK3v2-CH01,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,1191,庶,庶,庶,,,,commoner,,shù,,,RTK1v5-L32,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,0742,弁,弁,弁,,,,valve,,biàn,,,RTK1v5-L23,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,1233,弔,弔,弔,,,,condolences,,diào|dì,,,RTK1v5-L33,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2242,弛,弛,弛,,,,loosen,,chí,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,1878,弧,弧,弧,,,,arc,,hú,,,RTK1v5-L50,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2240,彊,彊,彊,,,,strengthen,,qiáng|jiàng|qiǎng|jiāng,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2850,彗,彗,彗,,,,comet,,huì,,,RTK3v2-CH03,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2876,彪,彪,彪,,,,mottled,,biāo,,,RTK3v2-CH03,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,1710,彫,彫,彫,,,,carve,,diāo,,,RTK1v5-L45,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2275,怯,怯,怯,,,,wince,,qiè,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,3014,恣,恣,恣,,,,selfish,,zì,,,RTK1v5-Sup.,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2283,悌,悌,悌,,,,respect for elders,,tì,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2059,悛,悛,悛,,,,make amends,,quān,,,RTK3v2-CH01,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2279,惇,惇,惇,,,,considerate,,dūn,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2277,惚,惚,惚,,,,infatuation,,hū,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,3024,慄,慄,慄,,,,shudder,,lì,,,RTK1v5-Sup.,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2280,憧,憧,憧,,,,yearn,,chōng,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,0611,憩,憩,憩,,,,recess,,qì,,,RTK1v5-L22,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,3016,憬,憬,憬,,,,hanker,,jǐng,,,RTK1v5-Sup.,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2083,懺,忏,懺,,,,penitential,,chàn,,,RTK3v2-CH01,K = TH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,1081,戾,戾,戻,,,,re-,,lì,,,RTK1v5-L29,K <> H,SH = TH,RTH key missing,RSH key & RTH key missing,Japanese variant
,,1638,扉,扉,扉,,,,front door,,fēi,,,RTK1v5-L42,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,0690,扱,扱,扱,,,,handle,,xī|chā|qì,,,RTK1v5-L23,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2274,抉,抉,抉,,,,gouge out,,jué,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,0769,拙,拙,拙,,,,bungling,,zhuō,,,RTK1v5-L24,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2261,拶,拶,拶,,,,imminent,,zǎn,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2256,捌,捌,捌,,,,deal with,,bā,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2269,捗,捗,捗,,,,make headway,,liàn|bù|pú|zhì,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2250,捺,捺,捺,,,,impress,,nà,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2251,捻,捻,捻,,,,wrenching,,niǎn,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,3007,掟,掟,掟,,,,mandate,,lüě|dìng|dīng|zhěng,,,RTK3v2-CH14,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2255,揃,揃,揃,,,,muster,,jiān|jiǎn|qiān,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2263,揖,揖,揖,,,,collect,,yī,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2252,搔,搔,掻,,,,scratch,,sāo,,,RTK3v2-CH02,K <> H,SH = TH,RTH key missing,RSH key & RTH key missing,Variant
,,1324,搾,搾,搾,,,,squeeze,,zhà,,,RTK1v5-L35,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2249,摑,掴,掴,,,,clutch,,guó|guāi,,,RTK3v2-CH02,K = SH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2258,摺,摺,摺,,,,rubbing,,zhé,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2266,撚,撚,撚,,,,twirl,,niǎn,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,0822,撮,撮,撮,,,,snapshot,,cuō|zuǒ,,,RTK1v5-L25,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2272,擢,擢,擢,,,,outstanding,,zhuó,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,1667,敕,敕,勅,,,,imperial order,,chì,,,RTK1v5-L43,K <> H,SH = TH,RTH key missing,RSH key & RTH key missing,Japanese variant
,,2897,斐,斐,斐,,,,symmetrically patterned,,fěi,,,RTK3v2-CH03,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2781,斡,斡,斡,,,,auspices,,wò,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2442,晏,晏,晏,,,,clear skies,,yàn,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2438,晟,晟,晟,,,,aglow,,shèng|chéng|jīng,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2452,晦,晦,晦,,,,last day of the month,,huì,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2440,暉,晖,暉,,,,glitter,,huī,,,RTK3v2-CH02,K = TH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2843,暝,暝,暝,,,,murky,,míng,,,RTK3v2-CH03,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,0424,曇,昙,曇,,,,cloudy weather,,tán,,,RTK1v5-L18,K = TH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2437,曖,暧,曖,,,,equivocal,,ài,,,RTK3v2-CH02,K = TH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2448,曙,曙,曙,,,,dawn,,shǔ,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,0576,曜,曜,曜,,,,weekday,,yào,,,RTK1v5-L21,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2447,曝,曝,曝,,,,air out,,bào|pù,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2848,曳,曳,曳,,,,tow,,yè,,,RTK3v2-CH03,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2846,朔,朔,朔,,,,first day of the month,,shuò,,,RTK3v2-CH03,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2027,朕,朕,朕,,,,majestic plural,,zhèn,,,RTK1v5-L56,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,0212,札,札,札,,,,tag,,zhá,,,RTK1v5-L10,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2510,杓,杓,杓,,,,wooden ladle,,sháo|biāo,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2484,杭,杭,杭,,,,picket,,Háng,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2503,杵,杵,杵,,,,wooden pestle,,chǔ,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2501,杷,杷,杷,,,,grain rake,,pá,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2519,枇,枇,枇,,,,loquat,,pí,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2485,柊,柊,柊,,,,holly,,zhōng,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2482,柑,柑,柑,,,,citrus tree,,gān,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2517,柘,柘,柘,,,,wild mulberry,,zhè,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2486,柚,柚,柚,,,,citron,,yóu|yòu|zhú,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2523,栞,栞,栞,,,,bookmark,,bēn|kān,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2483,桁,桁,桁,,,,girder,,háng|héng,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2499,桔,桔,桔,,,,bellflower,,jié,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,1498,梓,梓,梓,,,,catalpa,,zǐ,,,RTK1v5-L39,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2837,梟,枭,梟,,,,owl,,xiāo,,,RTK3v2-CH02,K = TH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,3003,梧,梧,梧,,,,parasol tree,,wú,,,RTK3v2-CH14,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2518,梱,梱,梱,,,,bale,,kǔn|hún,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2954,梵,梵,梵,,,,brahman,,fàn,,,RTK3v2-CH05,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2502,梶,梶,梶,,,,oar,,wěi,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,0367,棧,栈,桟,,,,scaffold,,zhàn,,,RTK1v5-L16,K <> H,SH <> TH,RTH key missing,RSH key & RTH key missing,Japanese variant
,,2497,棲,栖,栖,,,,nestle,,qī|xī,,,RTK3v2-CH02,K = SH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2474,椋,椋,椋,,,,Oriental elm,,liáng,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2505,椎,椎,椎,,,,sweet oak,,chuí|zhuī,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2528,椙,椙,椙,,,,cryptomeria,,,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2524,椰,椰,椰,,,,coconut tree,,yē,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,1569,椿,椿,椿,,,,camellia,,chūn,,,RTK1v5-L40,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,1614,楠,楠,楠,,,,camphor tree,,nán,,,RTK1v5-L41,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2493,楢,楢,楢,,,,Japanese oak,,yóu|chū|qiū|yǒu,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2513,楯,楯,楯,,,,escutcheon,,shǔn,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,3011,楷,楷,楷,,,,block letters,,kǎi,,,RTK1v5-Sup.,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2514,榎,榎,榎,,,,hackberry,,jiǎ,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2475,榛,榛,榛,,,,hazel,,zhēn,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2400,槁,槁,藁,,,,straw,,gǎo,,,RTK3v2-CH02,K <> H,SH = TH,RTH key missing,RSH key & RTH key missing,Variant
,,2522,槃,槃,槃,,,,enjoyment,,pán,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2477,槌,槌,槌,,,,wooden hammer,,chuí,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2492,槙,槙,槙,,,,Chinese black pine,,diān|diàn|zhēn|zhěn,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2527,槻,槻,槻,,,,zelkova,,guī,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2520,樋,樋,樋,,,,downspout,,léi|tōng|tǒng,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2532,樒,樒,樒,,,,star-anise,,mì,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2526,樗,樗,樗,,,,sumac,,chū,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2491,樫,㭴,樫,,,,evergreen oak,,jiān|sōng,,,RTK3v2-CH02,K = TH,SH <> TH,RTH key missing,RSH key & RTH key missing,Japanese kokuji
,,2478,樵,樵,樵,,,,mallet,,qiáo,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2515,樺,桦,樺,,,,birch,,huà,,,RTK3v2-CH02,K = TH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2506,樽,樽,樽,,,,barrel,,zūn,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2521,橇,橇,橇,,,,sled,,qiāo,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,1382,機,机,機,,,,mechanism,,jī,,,RTK1v5-L36,K = TH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2531,橢,椭,楕,,,,ellipse,,tuǒ,,,RTK3v2-CH02,K <> H,SH <> TH,RTH key missing,RSH key & RTH key missing,Variant
,,2509,橿,橿,橿,,,,sturdy oak,,jiāng,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2525,檀,檀,檀,,,,sandalwood,,tán,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2050,檎,檎,檎,,,,apple,,qín,,,RTK3v2-CH01,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2495,檜,桧,桧,,,,Japanese cypress,,Huì|guì,,,RTK3v2-CH02,K = SH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2964,檜,桧,檜,,,,Japanese cypress [old],,Huì|guì,,,RTK3v2-CH06,K = TH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2508,櫓,橹,櫓,,,,turret,,lǔ,,,RTK3v2-CH02,K = TH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,2476,櫛,栉,櫛,,,,comb,,zhì,,,RTK3v2-CH02,K = TH,SH <> TH,RTH key missing,RSH key & RTH key missing,
,,0514,櫪,枥,栃,,,,horse chestnut,,lì,,,RTK1v5-L20,K <> H,SH <> TH,RTH key missing,RSH key & RTH key missing,Japanese kokuji; archaic variant
,,2859,歎,歎,歎,,,,bemoan,,tàn,,,RTK3v2-CH03,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2871,殆,殆,殆,,,,almost,,dài,,,RTK3v2-CH03,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,0809,殉,殉,殉,,,,martyrdom,,xùn,,,RTK1v5-L25,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,0710,殻,殻,殻,,,,husk,,ké,,,RTK1v5-L23,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2533,毬,毬,毬,,,,furball,,qiú,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
,,2301,氾,氾,氾,,,,widespread,,fàn|fán,,,RTK3v2-CH02,K = SH = TH,SH = TH,RTH key missing,RSH key & RTH key missing,
